938,1276,1184,1295,1179,1372,932,1353
1523,1279,1778,1322,1766,1393,1511,1350
550,1312,800,1312,800,1393,550,1393
1246,1306,1462,1333,1453,1405,1237,1378
813,1333,1047,1350,1041,1428,808,1411
1468,1343,1600,1343,1600,1437,1468,1437
1788,1351,1882,1370,1874,1411,1780,1392
1068,1368,1137,1368,1137,1393,1068,1393
1612,1375,1743,1375,1743,1456,1612,1456
1233,1374,1447,1411,1434,1484,1220,1447
546,1377,848,1401,842,1479,539,1455
1763,1372,1924,1417,1902,1495,1742,1450
550,1471,754,1481,749,1577,545,1567
1429,1479,1579,1509,1565,1580,1414,1550
768,1506,931,1506,931,1593,768,1593
1762,1606,1893,1606,1893,1693,1762,1693
589,1677,931,1696,922,1847,580,1828
1527,1731,1749,1751,1740,1842,1518,1822
1743,1756,1862,1756,1862,1843,1743,1843
1862,1787,1906,1787,1906,1856,1862,1856
1381,1812,1500,1812,1500,1906,1381,1906
1575,1825,1650,1825,1650,1918,1575,1918
1512,1843,1556,1843,1556,1912,1512,1912
1656,1837,1768,1837,1768,1925,1656,1925
1775,1850,1912,1850,1912,1937,1775,1937
493,1912,618,1912,618,2006,493,2006
700,1931,781,1931,781,2025,700,2025
1525,1931,1637,1931,1637,2025,1525,2025
1651,1932,1918,1957,1909,2054,1642,2029
625,1943,681,1943,681,2025,625,2025
1331,2009,1621,2023,1617,2116,1327,2102
1631,2031,1768,2031,1768,2118,1631,2118
1775,2037,1906,2037,1906,2137,1775,2137
0,2075,87,2075,87,2156,0,2156
507,2063,732,2083,723,2179,499,2159
1200,2112,1325,2112,1325,2200,1200,2200
1337,2131,1443,2131,1443,2218,1337,2218
1743,2143,1818,2143,1818,2218,1743,2218
1825,2143,1887,2143,1887,2218,1825,2218
507,2169,799,2192,791,2291,499,2268
1231,2225,1318,2225,1318,2312,1231,2312
1331,2250,1375,2250,1375,2318,1331,2318
1743,2243,1825,2243,1825,2325,1743,2325
1837,2256,1887,2256,1887,2325,1837,2325
575,2287,725,2287,725,2387,575,2387
1225,2337,1312,2337,1312,2425,1225,2425
1737,2350,1818,2350,1818,2437,1737,2437
1325,2362,1362,2362,1362,2425,1325,2425
1831,2362,1875,2362,1875,2431,1831,2431
506,2381,650,2381,650,2475,506,2475
1218,2437,1306,2437,1306,2525,1218,2525
1737,2450,1812,2450,1812,2537,1737,2537
1818,2456,1868,2456,1868,2525,1818,2525
1306,2462,1362,2462,1362,2537,1306,2537
576,2482,944,2523,933,2619,566,2578
1243,2550,1293,2550,1293,2625,1243,2625
584,2575,867,2617,853,2709,570,2666
1237,2656,1287,2656,1287,2725,1237,2725
1718,2662,1793,2662,1793,2743,1718,2743
1800,2662,1856,2662,1856,2731,1800,2731
522,2657,861,2715,845,2804,507,2746
1166,2741,1353,2771,1339,2857,1153,2827
523,2745,725,2787,707,2873,505,2830
1356,2762,1487,2762,1487,2831,1356,2831
1793,2762,1850,2762,1850,2831,1793,2831
481,2843,568,2843,568,2906,481,2906
1193,2835,1342,2867,1325,2946,1176,2915
577,2849,798,2899,782,2971,561,2922
1700,2862,1775,2862,1775,2937,1700,2937
1781,2862,1843,2862,1843,2931,1781,2931
497,2882,658,2928,640,2991,479,2944
789,2899,1368,2965,1359,3040,780,2974
646,2925,816,2959,803,3025,632,2991
1362,2962,1431,2962,1431,3037,1362,3037
1425,2962,1481,2962,1481,3031,1425,3031
1700,2962,1806,2962,1806,3025,1700,3025
821,2958,1125,3009,1113,3082,809,3031
1475,2968,1568,2968,1568,3025,1475,3025
1575,2968,1693,2968,1693,3031,1575,3031
1125,3012,1256,3012,1256,3075,1125,3075
1462,3025,1575,3025,1575,3100,1462,3100
1568,3025,1687,3025,1687,3087,1568,3087
1387,3031,1437,3031,1437,3087,1387,3087
