1321,1751,1660,1787,1648,1899,1309,1864
1662,1818,1812,1818,1812,1925,1662,1925
396,1825,642,1845,634,1956,387,1936
1812,1843,1943,1843,1943,1956,1812,1956
1162,1868,1306,1868,1306,1975,1162,1975
1325,1900,1456,1900,1456,2000,1325,2000
1762,1956,1837,1956,1837,2031,1762,2031
389,1945,718,1970,709,2086,380,2061
1843,1968,1906,1968,1906,2050,1843,2050
1206,2006,1306,2006,1306,2106,1206,2106
1325,2050,1368,2050,1368,2112,1325,2112
1787,2062,1856,2062,1856,2137,1787,2137
456,2087,625,2087,625,2206,456,2206
1193,2137,1293,2137,1293,2237,1193,2237
368,2206,537,2206,537,2325,368,2325
1187,2262,1287,2262,1287,2362,1187,2362
1793,2287,1862,2287,1862,2368,1793,2368
1300,2293,1350,2293,1350,2368,1300,2368
1868,2300,1918,2300,1918,2368,1868,2368
433,2330,862,2364,853,2480,424,2446
1225,2406,1281,2406,1281,2481,1225,2481
433,2457,775,2483,766,2598,424,2573
1218,2518,1343,2518,1343,2631,1218,2631
1781,2537,1868,2537,1868,2625,1781,2625
1875,2537,1931,2537,1931,2618,1875,2618
357,2575,768,2608,760,2719,348,2686
1131,2643,1200,2643,1200,2725,1131,2725
1362,2650,1518,2650,1518,2743,1362,2743
1212,2656,1337,2656,1337,2756,1212,2756
1812,2668,1850,2668,1850,2737,1812,2737
1868,2662,1931,2662,1931,2737,1868,2737
363,2700,594,2720,585,2823,354,2803
1172,2739,1351,2789,1324,2885,1145,2835
1762,2775,1856,2775,1856,2862,1762,2862
1862,2775,1931,2775,1931,2856,1862,2856
318,2825,412,2825,412,2906,318,2906
412,2835,969,2843,968,2938,411,2930
976,2857,1130,2871,1122,2961,968,2947
1126,2871,1449,2895,1442,2985,1119,2962
319,2896,500,2912,492,2998,311,2981
1450,2900,1506,2900,1506,2975,1450,2975
1768,2900,1893,2900,1893,2981,1768,2981
1506,2906,1618,2906,1618,2975,1506,2975
1625,2912,1756,2912,1756,2975,1625,2975
500,2925,718,2925,718,3012,500,3012
725,2925,875,2925,875,3006,725,3006
882,2926,1087,2943,1080,3029,875,3011
1093,2956,1231,2956,1231,3018,1093,3018
1250,2958,1385,2970,1379,3042,1244,3031
1487,2975,1562,2975,1562,3043,1487,3043
500,3500,575,3500,575,3575,500,3575
615,3527,751,3561,733,3634,596,3600
1257,3892,1426,3915,1417,3986,1247,3963
